start_date,end_date,updated_date_x,forecast_value,production_type,updated_date_y,actual_value
2025-03-08T00:00:00+01:00,2025-03-08T01:00:00+01:00,2025-03-07T16:40:00+01:00,0.0,SOLAR,2025-03-09T01:11:14+01:00,0
2025-03-08T00:00:00+01:00,2025-03-08T01:00:00+01:00,2025-03-07T19:50:00+01:00,0.0,SOLAR,2025-03-09T01:11:14+01:00,0
2025-03-08T00:00:00+01:00,2025-03-08T01:00:00+01:00,2025-03-07T19:40:00+01:00,0.0,SOLAR,2025-03-09T01:11:14+01:00,0
2025-03-08T01:00:00+01:00,2025-03-08T02:00:00+01:00,2025-03-07T16:40:00+01:00,0.0,SOLAR,2025-03-10T01:11:18+01:00,0
2025-03-08T01:00:00+01:00,2025-03-08T02:00:00+01:00,2025-03-07T19:50:00+01:00,0.0,SOLAR,2025-03-10T01:11:18+01:00,0
2025-03-08T01:00:00+01:00,2025-03-08T02:00:00+01:00,2025-03-07T19:40:00+01:00,0.0,SOLAR,2025-03-10T01:11:18+01:00,0
2025-03-08T02:00:00+01:00,2025-03-08T03:00:00+01:00,2025-03-07T16:40:00+01:00,0.0,SOLAR,2025-03-10T01:11:18+01:00,0
2025-03-08T02:00:00+01:00,2025-03-08T03:00:00+01:00,2025-03-07T19:50:00+01:00,0.0,SOLAR,2025-03-10T01:11:18+01:00,0
2025-03-08T02:00:00+01:00,2025-03-08T03:00:00+01:00,2025-03-07T19:40:00+01:00,0.0,SOLAR,2025-03-10T01:11:18+01:00,0
2025-03-08T03:00:00+01:00,2025-03-08T04:00:00+01:00,2025-03-07T16:40:00+01:00,0.0,SOLAR,2025-03-10T01:11:18+01:00,0
2025-03-08T03:00:00+01:00,2025-03-08T04:00:00+01:00,2025-03-07T19:50:00+01:00,0.0,SOLAR,2025-03-10T01:11:18+01:00,0
2025-03-08T03:00:00+01:00,2025-03-08T04:00:00+01:00,2025-03-07T19:40:00+01:00,0.0,SOLAR,2025-03-10T01:11:18+01:00,0
2025-03-08T04:00:00+01:00,2025-03-08T05:00:00+01:00,2025-03-07T16:40:00+01:00,0.0,SOLAR,2025-03-10T01:11:18+01:00,0
2025-03-08T04:00:00+01:00,2025-03-08T05:00:00+01:00,2025-03-07T19:50:00+01:00,0.0,SOLAR,2025-03-10T01:11:18+01:00,0
2025-03-08T04:00:00+01:00,2025-03-08T05:00:00+01:00,2025-03-07T19:40:00+01:00,0.0,SOLAR,2025-03-10T01:11:18+01:00,0
2025-03-08T05:00:00+01:00,2025-03-08T06:00:00+01:00,2025-03-07T16:40:00+01:00,0.0,SOLAR,2025-03-10T01:11:18+01:00,0
2025-03-08T05:00:00+01:00,2025-03-08T06:00:00+01:00,2025-03-07T19:50:00+01:00,0.0,SOLAR,2025-03-10T01:11:18+01:00,0
2025-03-08T05:00:00+01:00,2025-03-08T06:00:00+01:00,2025-03-07T19:40:00+01:00,0.0,SOLAR,2025-03-10T01:11:18+01:00,0
2025-03-08T06:00:00+01:00,2025-03-08T07:00:00+01:00,2025-03-07T16:40:00+01:00,0.0,SOLAR,2025-03-10T01:11:18+01:00,0
