start_date,end_date,updated_date_x,forecast_value,production_type,updated_date_y,actual_value
2025-03-20T00:00:00+01:00,2025-03-20T01:00:00+01:00,2025-03-19T16:50:00+01:00,0.0,SOLAR,2025-03-21T01:11:22+01:00,0
2025-03-20T00:00:00+01:00,2025-03-20T01:00:00+01:00,2025-03-19T19:35:00+01:00,0.0,SOLAR,2025-03-21T01:11:22+01:00,0
2025-03-20T00:00:00+01:00,2025-03-20T01:00:00+01:00,2025-03-19T19:45:00+01:00,0.0,SOLAR,2025-03-21T01:11:22+01:00,0
2025-03-20T01:00:00+01:00,2025-03-20T02:00:00+01:00,2025-03-19T16:50:00+01:00,0.0,SOLAR,2025-03-22T01:11:11+01:00,0
2025-03-20T01:00:00+01:00,2025-03-20T02:00:00+01:00,2025-03-19T19:35:00+01:00,0.0,SOLAR,2025-03-22T01:11:11+01:00,0
2025-03-20T01:00:00+01:00,2025-03-20T02:00:00+01:00,2025-03-19T19:45:00+01:00,0.0,SOLAR,2025-03-22T01:11:11+01:00,0
2025-03-20T02:00:00+01:00,2025-03-20T03:00:00+01:00,2025-03-19T16:50:00+01:00,0.0,SOLAR,2025-03-22T01:11:11+01:00,0
2025-03-20T02:00:00+01:00,2025-03-20T03:00:00+01:00,2025-03-19T19:35:00+01:00,0.0,SOLAR,2025-03-22T01:11:11+01:00,0
2025-03-20T02:00:00+01:00,2025-03-20T03:00:00+01:00,2025-03-19T19:45:00+01:00,0.0,SOLAR,2025-03-22T01:11:11+01:00,0
2025-03-20T03:00:00+01:00,2025-03-20T04:00:00+01:00,2025-03-19T16:50:00+01:00,0.0,SOLAR,2025-03-22T01:11:11+01:00,0
2025-03-20T03:00:00+01:00,2025-03-20T04:00:00+01:00,2025-03-19T19:35:00+01:00,0.0,SOLAR,2025-03-22T01:11:11+01:00,0
2025-03-20T03:00:00+01:00,2025-03-20T04:00:00+01:00,2025-03-19T19:45:00+01:00,0.0,SOLAR,2025-03-22T01:11:11+01:00,0
2025-03-20T04:00:00+01:00,2025-03-20T05:00:00+01:00,2025-03-19T16:50:00+01:00,0.0,SOLAR,2025-03-22T01:11:11+01:00,0
