start_date,end_date,updated_date_x,forecast_value,production_type,updated_date_y,actual_value
2025-02-20T00:00:00+01:00,2025-02-20T01:00:00+01:00,2025-02-19T16:40:00+01:00,0.0,SOLAR,2025-02-21T01:11:22+01:00,0
2025-02-20T00:00:00+01:00,2025-02-20T01:00:00+01:00,2025-02-19T19:40:00+01:00,0.0,SOLAR,2025-02-21T01:11:22+01:00,0
2025-02-20T00:00:00+01:00,2025-02-20T01:00:00+01:00,2025-02-19T19:45:00+01:00,0.0,SOLAR,2025-02-21T01:11:22+01:00,0
2025-02-20T01:00:00+01:00,2025-02-20T02:00:00+01:00,2025-02-19T16:40:00+01:00,0.0,SOLAR,2025-02-22T01:11:22+01:00,0
2025-02-20T01:00:00+01:00,2025-02-20T02:00:00+01:00,2025-02-19T19:40:00+01:00,0.0,SOLAR,2025-02-22T01:11:22+01:00,0
2025-02-20T01:00:00+01:00,2025-02-20T02:00:00+01:00,2025-02-19T19:45:00+01:00,0.0,SOLAR,2025-02-22T01:11:22+01:00,0
2025-02-20T02:00:00+01:00,2025-02-20T03:00:00+01:00,2025-02-19T16:40:00+01:00,0.0,SOLAR,2025-02-22T01:11:22+01:00,0
2025-02-20T02:00:00+01:00,2025-02-20T03:00:00+01:00,2025-02-19T19:40:00+01:00,0.0,SOLAR,2025-02-22T01:11:22+01:00,0
2025-02-20T02:00:00+01:00,2025-02-20T03:00:00+01:00,2025-02-19T19:45:00+01:00,0.0,SOLAR,2025-02-22T01:11:22+01:00,0
2025-02-20T03:00:00+01:00,2025-02-20T04:00:00+01:00,2025-02-19T16:40:00+01:00,0.0,SOLAR,2025-02-22T01:11:22+01:00,0
2025-02-20T03:00:00+01:00,2025-02-20T04:00:00+01:00,2025-02-19T19:40:00+01:00,0.0,SOLAR,2025-02-22T01:11:22+01:00,0
2025-02-20T03:00:00+01:00,2025-02-20T04:00:00+01:00,2025-02-19T19:45:00+01:00,0.0,SOLAR,2025-02-22T01:11:22+01:00,0
2025-02-20T04:00:00+01:00,2025-02-20T05:00:00+01:00,2025-02-19T16:40:00+01:00,0.0,SOLAR,2025-02-22T01:11:22+01:00,0
2025-02-20T04:00:00+01:00,2025-02-20T05:00:00+01:00,2025-02-19T19:40:00+01:00,0.0,SOLAR,2025-02-22T01:11:22+01:00,0
2025-02-20T04:00:00+01:00,2025-02-20T05:00:00+01:00,2025-02-19T19:45:00+01:00,0.0,SOLAR,2025-02-22T01:11:22+01:00,0
2025-02-20T05:00:00+01:00,2025-02-20T06:00:00+01:00,2025-02-19T16:40:00+01:00,0.0,SOLAR,2025-02-22T01:11:22+01:00,0
2025-02-20T05:00:00+01:00,2025-02-20T06:00:00+01:00,2025-02-19T19:40:00+01:00,0.0,SOLAR,2025-02-22T01:11:22+01:00,0
2025-02-20T05:00:00+01:00,2025-02-20T06:00:00+01:00,2025-02-19T19:45:00+01:00,0.0,SOLAR,2025-02-22T01:11:22+01:00,0
2025-02-20T06:00:00+01:00,2025-02-20T07:00:00+01:00,2025-02-19T16:40:00+01:00,0.0,SOLAR,2025-02-22T01:11:22+01:00,0
2025-02-20T06:00:00+01:00,2025-02-20T07:00:00+01:00,2025-02-19T19:40:00+01:00,0.0,SOLAR,2025-02-22T01:11:22+01:00,0
2025-02-20T06:00:00+01:00,2025-02-20T07:00:00+01:00,2025-02-19T19:45:00+01:00,0.0,SOLAR,2025-02-22T01:11:22+01:00,0
2025-02-20T07:00:00+01:00,2025-02-20T08:00:00+01:00,2025-02-19T16:40:00+01:00,0.0,SOLAR,2025-02-22T01:11:22+01:00,358
2025-02-20T07:00:00+01:00,2025-02-20T08:00:00+01:00,2025-02-20T06:40:00+01:00,0.0,SOLAR,2025-02-22T01:11:22+01:00,358
2025-02-20T07:00:00+01:00,2025-02-20T08:00:00+01:00,2025-02-20T06:45:00+01:00,0.0,SOLAR,2025-02-22T01:11:22+01:00,358
2025-02-20T08:00:00+01:00,2025-02-20T09:00:00+01:00,2025-02-19T16:40:00+01:00,299.67,SOLAR,2025-02-22T01:11:22+01:00,1266
2025-02-20T08:00:00+01:00,2025-02-20T09:00:00+01:00,2025-02-20T06:40:00+01:00,260.35,SOLAR,2025-02-22T01:11:22+01:00,1266
2025-02-20T08:00:00+01:00,2025-02-20T09:00:00+01:00,2025-02-20T06:45:00+01:00,260.35,SOLAR,2025-02-22T01:11:22+01:00,1266
2025-02-20T09:00:00+01:00,2025-02-20T10:00:00+01:00,2025-02-19T16:40:00+01:00,2305.06,SOLAR,2025-02-22T01:11:22+01:00,3671
2025-02-20T09:00:00+01:00,2025-02-20T10:00:00+01:00,2025-02-20T06:40:00+01:00,2229.86,SOLAR,2025-02-22T01:11:22+01:00,3671
2025-02-20T09:00:00+01:00,2025-02-20T10:00:00+01:00,2025-02-20T06:45:00+01:00,2229.86,SOLAR,2025-02-22T01:11:22+01:00,3671
2025-02-20T10:00:00+01:00,2025-02-20T11:00:00+01:00,2025-02-19T16:40:00+01:00,4462.05,SOLAR,2025-02-22T01:11:22+01:00,6121
2025-02-20T10:00:00+01:00,2025-02-20T11:00:00+01:00,2025-02-20T06:40:00+01:00,4756.66,SOLAR,2025-02-22T01:11:22+01:00,6121
