start_date,end_date,updated_date_x,forecast_value,production_type,updated_date_y,actual_value
2025-05-27T00:00:00+02:00,2025-05-27T01:00:00+02:00,2025-05-26T16:45:00+02:00,0.0,SOLAR,2025-05-28T00:10:57+02:00,0
2025-05-27T00:00:00+02:00,2025-05-27T01:00:00+02:00,2025-05-26T19:45:00+02:00,0.0,SOLAR,2025-05-28T00:10:57+02:00,0
2025-05-27T00:00:00+02:00,2025-05-27T01:00:00+02:00,2025-05-26T19:35:00+02:00,0.0,SOLAR,2025-05-28T00:10:57+02:00,0
2025-05-27T01:00:00+02:00,2025-05-27T02:00:00+02:00,2025-05-26T16:45:00+02:00,0.0,SOLAR,2025-05-28T00:10:57+02:00,0
2025-05-27T01:00:00+02:00,2025-05-27T02:00:00+02:00,2025-05-26T19:45:00+02:00,0.0,SOLAR,2025-05-28T00:10:57+02:00,0
2025-05-27T01:00:00+02:00,2025-05-27T02:00:00+02:00,2025-05-26T19:35:00+02:00,0.0,SOLAR,2025-05-28T00:10:57+02:00,0
2025-05-27T02:00:00+02:00,2025-05-27T03:00:00+02:00,2025-05-26T16:45:00+02:00,0.0,SOLAR,2025-05-29T00:10:58+02:00,0
2025-05-27T02:00:00+02:00,2025-05-27T03:00:00+02:00,2025-05-26T19:45:00+02:00,0.0,SOLAR,2025-05-29T00:10:58+02:00,0
2025-05-27T02:00:00+02:00,2025-05-27T03:00:00+02:00,2025-05-26T19:35:00+02:00,0.0,SOLAR,2025-05-29T00:10:58+02:00,0
2025-05-27T03:00:00+02:00,2025-05-27T04:00:00+02:00,2025-05-26T16:45:00+02:00,0.0,SOLAR,2025-05-29T00:10:58+02:00,0
2025-05-27T03:00:00+02:00,2025-05-27T04:00:00+02:00,2025-05-26T19:45:00+02:00,0.0,SOLAR,2025-05-29T00:10:58+02:00,0
2025-05-27T03:00:00+02:00,2025-05-27T04:00:00+02:00,2025-05-26T19:35:00+02:00,0.0,SOLAR,2025-05-29T00:10:58+02:00,0
2025-05-27T04:00:00+02:00,2025-05-27T05:00:00+02:00,2025-05-26T16:45:00+02:00,0.0,SOLAR,2025-05-29T00:10:58+02:00,0
2025-05-27T04:00:00+02:00,2025-05-27T05:00:00+02:00,2025-05-26T19:45:00+02:00,0.0,SOLAR,2025-05-29T00:10:58+02:00,0
2025-05-27T04:00:00+02:00,2025-05-27T05:00:00+02:00,2025-05-26T19:35:00+02:00,0.0,SOLAR,2025-05-29T00:10:58+02:00,0
2025-05-27T05:00:00+02:00,2025-05-27T06:00:00+02:00,2025-05-26T16:45:00+02:00,0.0,SOLAR,2025-05-29T00:10:58+02:00,0
2025-05-27T05:00:00+02:00,2025-05-27T06:00:00+02:00,2025-05-26T19:45:00+02:00,0.0,SOLAR,2025-05-29T00:10:58+02:00,0
2025-05-27T05:00:00+02:00,2025-05-27T06:00:00+02:00,2025-05-26T19:35:00+02:00,0.0,SOLAR,2025-05-29T00:10:58+02:00,0
2025-05-27T06:00:00+02:00,2025-05-27T07:00:00+02:00,2025-05-26T16:45:00+02:00,2.14,SOLAR,2025-05-29T00:10:58+02:00,506
2025-05-27T06:00:00+02:00,2025-05-27T07:00:00+02:00,2025-05-26T19:45:00+02:00,1.95,SOLAR,2025-05-29T00:10:58+02:00,506
2025-05-27T06:00:00+02:00,2025-05-27T07:00:00+02:00,2025-05-26T19:35:00+02:00,1.95,SOLAR,2025-05-29T00:10:58+02:00,506
2025-05-27T07:00:00+02:00,2025-05-27T08:00:00+02:00,2025-05-26T16:45:00+02:00,747.07,SOLAR,2025-05-29T00:10:58+02:00,1783
2025-05-27T07:00:00+02:00,2025-05-27T08:00:00+02:00,2025-05-27T06:35:00+02:00,775.94,SOLAR,2025-05-29T00:10:58+02:00,1783
2025-05-27T07:00:00+02:00,2025-05-27T08:00:00+02:00,2025-05-27T06:40:00+02:00,775.94,SOLAR,2025-05-29T00:10:58+02:00,1783
2025-05-27T08:00:00+02:00,2025-05-27T09:00:00+02:00,2025-05-26T16:45:00+02:00,2698.19,SOLAR,2025-05-29T00:10:58+02:00,4783
2025-05-27T08:00:00+02:00,2025-05-27T09:00:00+02:00,2025-05-27T06:35:00+02:00,2777.69,SOLAR,2025-05-29T00:10:58+02:00,4783
2025-05-27T08:00:00+02:00,2025-05-27T09:00:00+02:00,2025-05-27T06:40:00+02:00,2777.69,SOLAR,2025-05-29T00:10:58+02:00,4783
2025-05-27T09:00:00+02:00,2025-05-27T10:00:00+02:00,2025-05-26T16:45:00+02:00,5714.01,SOLAR,2025-05-29T00:10:58+02:00,8420
2025-05-27T09:00:00+02:00,2025-05-27T10:00:00+02:00,2025-05-27T06:35:00+02:00,5786.58,SOLAR,2025-05-29T00:10:58+02:00,8420
2025-05-27T09:00:00+02:00,2025-05-27T10:00:00+02:00,2025-05-27T06:40:00+02:00,5786.58,SOLAR,2025-05-29T00:10:58+02:00,8420
2025-05-27T10:00:00+02:00,2025-05-27T11:00:00+02:00,2025-05-26T16:45:00+02:00,8878.85,SOLAR,2025-05-29T00:10:58+02:00,10895
2025-05-27T10:00:00+02:00,2025-05-27T11:00:00+02:00,2025-05-27T06:35:00+02:00,8509.54,SOLAR,2025-05-29T00:10:58+02:00,10895
2025-05-27T10:00:00+02:00,2025-05-27T11:00:00+02:00,2025-05-27T09:35:00+02:00,9368.75,SOLAR,2025-05-29T00:10:58+02:00,10895
2025-05-27T11:00:00+02:00,2025-05-27T12:00:00+02:00,2025-05-26T16:45:00+02:00,10979.68,SOLAR,2025-05-29T00:10:58+02:00,12319
2025-05-27T11:00:00+02:00,2025-05-27T12:00:00+02:00,2025-05-27T06:35:00+02:00,10494.9,SOLAR,2025-05-29T00:10:58+02:00,12319
2025-05-27T11:00:00+02:00,2025-05-27T12:00:00+02:00,2025-05-27T09:35:00+02:00,11568.36,SOLAR,2025-05-29T00:10:58+02:00,12319
2025-05-27T12:00:00+02:00,2025-05-27T13:00:00+02:00,2025-05-26T16:45:00+02:00,12082.08,SOLAR,2025-05-29T00:10:58+02:00,12852
2025-05-27T12:00:00+02:00,2025-05-27T13:00:00+02:00,2025-05-27T06:35:00+02:00,11643.72,SOLAR,2025-05-29T00:10:58+02:00,12852
2025-05-27T12:00:00+02:00,2025-05-27T13:00:00+02:00,2025-05-27T09:35:00+02:00,12721.76,SOLAR,2025-05-29T00:10:58+02:00,12852
2025-05-27T13:00:00+02:00,2025-05-27T14:00:00+02:00,2025-05-26T16:45:00+02:00,12107.15,SOLAR,2025-05-29T00:10:58+02:00,13244
2025-05-27T13:00:00+02:00,2025-05-27T14:00:00+02:00,2025-05-27T06:35:00+02:00,12255.77,SOLAR,2025-05-29T00:10:58+02:00,13244
2025-05-27T13:00:00+02:00,2025-05-27T14:00:00+02:00,2025-05-27T09:35:00+02:00,12473.17,SOLAR,2025-05-29T00:10:58+02:00,13244
2025-05-27T14:00:00+02:00,2025-05-27T15:00:00+02:00,2025-05-26T16:45:00+02:00,11974.43,SOLAR,2025-05-29T00:10:58+02:00,13660
